"Date","1 oz","1/2 oz","1/4 oz"
"Selling","Buying","Selling","Buying","Selling","Buying"
"14 Jul 2021","8,047","7,735","4,100","3,868","2,088","1,934"
"16 Jul 2021","8,155","7,842","4,154","3,921","2,116","1,961"
"19 Jul 2021","8,110","7,790","4,132","3,895","2,104","1,948"
"21 Jul 2021","8,111","7,794","4,132","3,897","2,104","1,948"
"22 Jul 2021","8,087","7,768","4,120","3,884","2,098","1,942"
"23 Jul 2021","8,097","7,783","4,125","3,892","2,101","1,946"
"26 Jul 2021","8,067","7,757","4,110","3,878","2,093","1,939"
"27 Jul 2021","8,058","7,748","4,105","3,874","2,090","1,937"
"29 Jul 2021","8,112","7,797","4,132","3,899","2,104","1,949"
"30 Jul 2021","8,217","7,888","4,186","3,944","2,132","1,972"
"02 Aug 2021","8,131","7,811","4,142","3,906","2,109","1,953"
"03 Aug 2021","8,120","7,804","4,136","3,902","2,107","1,951"
"04 Aug 2021","8,123","7,809","4,138","3,904","2,107","1,952"
"05 Aug 2021","8,116","7,800","4,134","3,900","2,105","1,950"
